scheme_code,isin_growth,isin_div_reinv,scheme_name,nav,date
103490,INF082J01036,,Quantum Value Fund - Direct Plan Growth Option,127.98,2026-07-30
103734,INF082J01127,,Quantum Liquid Fund - Direct Plan Growth Option,37.4626,2026-07-30
111549,INF082J01069,,Quantum ELSS Tax Saver Fund - Direct Plan Growth Option,127.81,2026-07-30
112039,INF082J01093,,Quantum Diversified Equity All Cap Active FOF - Direct Plan Growth Option,86.464,2026-07-30
115132,INF082J01150,,Quantum Gold ETF FOF - Direct Plan Growth Option,54.5878,2026-07-30
117608,INF082J01168,,Quantum Multi Asset Active FOF - Direct Plan Growth Option,37.4803,2026-07-30
118267,INF760K01FO9,,CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - GROWTH OPTION,190.17,2026-07-30
118269,INF760K01FR2,,CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - GROWTH OPTION,72.58,2026-07-30
118272,INF760K01EZ8,,CANARA ROBECO EQUITY HYBRID FUND - DIRECT PLAN - GROWTH OPTION,422.54,2026-07-30
118273,INF760K01DU1,,CANARA ROBECO CONSUMPTION FUND - DIRECT PLAN - GROWTH OPTION,125.92,2026-07-30
118275,INF760K01EF0,,CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - GROWTH OPTION,389.76,2026-07-30
118278,INF760K01EI4,,CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - GROWTH OPTION,297.9,2026-07-30
118282,INF760K01FI1,,CANARA ROBECO INCOME FUND - DIRECT PLAN - GROWTH OPTION,64.664,2026-07-30
118284,INF760K01EC7,,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - GROWTH OPTION,33.2438,2026-07-30
118285,INF760K01EL8,,CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - GROWTH OPTION,202.33,2026-07-30
118291,INF760K01ET1,,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - GROWTH OPTION,46.3385,2026-07-30
118299,INF760K01FC4,,CANARA ROBECO GILT FUND - DIRECT PLAN - GROWTH OPTION,83.4408,2026-07-30
118305,INF760K01FU6,,CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION,3378.4636,2026-07-30
118309,INF760K01GB4,,CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - GROWTH OPTION,115.8038,2026-07-30
118317,INF760K01GM1,,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - GROWTH OPTION,4323.897,2026-07-30
118320,INF760K01DX5,,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - GROWTH OPTION,29.4393,2026-07-30
118364,INF194K01I60,,BANDHAN LIQUID Fund -Direct Plan-Growth,3404.1184,2026-07-30
118371,INF194K01J77,,BANDHAN Low Duration Fund-Direct Plan-Growth,42.2392,2026-07-30
118384,INF194K01M80,,Bandhan Money Market Fund -Direct Plan-Growth,46.8257,2026-07-30
118387,INF194K01P38,,Bandhan Gilt Fund with 10 year constant duration Fund - Direct Plan - Growth,49.3921,2026-07-30
118394,INF194K01R51,,Bandhan Medium to Long Duration Fund - Direct Plan - Growth,74.7236,2026-07-30
118401,INF194K01S50,,Bandhan Medium Duration Fund - Direct Plan - Growth,53.0427,2026-07-30
118407,INF194K01U07,,Bandhan Short Duration Fund - Direct Plan - Growth,65.4784,2026-07-30
118410,INF194K01U72,,Bandhan Income Plus Arbitrage Active FOF - Direct Plan - Growth,49.0569,2026-07-30
118416,INF194K01N63,,BANDHAN Dynamic Bond Fund-Direct Plan-Growth,39.975,2026-07-30
118419,INF194K01V89,,Bandhan Large & Mid Cap Fund - Direct Plan - Growth,165.127,2026-07-30
118421,INF194K01W21,,Bandhan Focused Fund - Direct Plan - Growth,104.988,2026-07-30
118424,INF194K01W62,,BANDHAN Flexi Cap Fund-Direct Plan-Growth,233.896,2026-07-30
118464,INF194K01Q29,,Bandhan Gilt Fund - Direct Plan - Growth,40.67,2026-07-30
118469,INF194K01X46,,BANDHAN Infrastructure Fund-Direct Plan-Growth,58.171,2026-07-30
118473,INF194K01Y29,,BANDHAN ELSS Tax Saver Fund - Direct Plan - Growth,180.963,2026-07-30
118474,INF194K01Y60,,BANDHAN Arbitrage Fund-Direct Plan- Growth,37.5608,2026-07-30
