scheme_code,isin_growth,isin_div_reinv,scheme_name,nav,date
103490,INF082J01036,,Quantum Value Fund - Direct Plan Growth Option,118.1,2026-04-06
103734,INF082J01127,,Quantum Liquid Fund - Direct Plan Growth Option,36.7851,2026-04-06
111549,INF082J01069,,Quantum ELSS Tax Saver Fund - Direct Plan Growth Option,117.95,2026-04-06
112039,INF082J01093,,Quantum Diversified Equity All Cap Active FOF - Direct Plan Growth Option,78.473,2026-04-06
115132,INF082J01150,,Quantum Gold Savings Fund - Direct Plan Growth Option,56.8503,2026-04-06
117608,INF082J01168,,Quantum Multi Asset Active FOF - Direct Plan Growth Option,35.8809,2026-04-06
118267,INF760K01FO9,,CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - GROWTH OPTION,177.46,2026-04-06
118269,INF760K01FR2,,CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - GROWTH OPTION,66.77,2026-04-06
118272,INF760K01EZ8,,CANARA ROBECO EQUITY HYBRID FUND - DIRECT PLAN - GROWTH OPTION,389.09,2026-04-06
118273,INF760K01DU1,,CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - GROWTH OPTION,111.34,2026-04-06
118275,INF760K01EF0,,CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - GROWTH OPTION,352.08,2026-04-06
118278,INF760K01EI4,,CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - GROWTH OPTION,262.8,2026-04-06
118282,INF760K01FI1,,CANARA ROBECO INCOME FUND - DIRECT PLAN - GROWTH OPTION,62.9037,2026-04-06
118284,INF760K01EC7,,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - GROWTH OPTION,32.3901,2026-04-06
118285,INF760K01EL8,,CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - GROWTH OPTION,183.33,2026-04-06
118291,INF760K01ET1,,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - GROWTH OPTION,45.2581,2026-04-06
118299,INF760K01FC4,,CANARA ROBECO GILT FUND - DIRECT PLAN - GROWTH OPTION,81.0237,2026-04-06
118305,INF760K01FU6,,CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION,3310.6332,2026-04-06
118309,INF760K01GB4,,CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - GROWTH OPTION,110.0687,2026-04-06
118317,INF760K01GM1,,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - GROWTH OPTION,4228.1774,2026-04-06
118320,INF760K01DX5,,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - GROWTH OPTION,28.7279,2026-04-06
118364,INF194K01I60,,BANDHAN LIQUID Fund -Direct Plan-Growth,3335.0426,2026-04-06
118371,INF194K01J77,,BANDHAN Low Duration Fund-Direct Plan-Growth,41.2497,2026-04-06
118384,INF194K01M80,,Bandhan Money Market Fund -Direct Plan-Growth,45.7531,2026-04-06
118387,INF194K01P38,,Bandhan Gilt Fund with 10 year constant duration Fund - Direct Plan - Growth,47.2548,2026-04-06
118394,INF194K01R51,,Bandhan Medium to Long Duration Fund - Direct Plan - Growth,71.892,2026-04-06
118401,INF194K01S50,,Bandhan Medium Duration Fund - Direct Plan - Growth,51.3282,2026-04-06
118407,INF194K01U07,,Bandhan Short Duration Fund - Direct Plan - Growth,63.5367,2026-04-06
118410,INF194K01U72,,Bandhan Income Plus Arbitrage Active FOF - Direct Plan - Growth,47.8088,2026-04-06
118416,INF194K01N63,,BANDHAN Dynamic Bond Fund-Direct Plan-Growth,38.2452,2026-04-06
118419,INF194K01V89,,Bandhan Large & Mid Cap Fund - Direct Plan - Growth,149.024,2026-04-06
118421,INF194K01W21,,Bandhan Focused Fund - Direct Plan - Growth,95.568,2026-04-06
118424,INF194K01W62,,BANDHAN Flexi Cap Fund-Direct Plan-Growth,212.184,2026-04-06
118464,INF194K01Q29,,Bandhan Gilt Fund - Direct Plan - Growth,38.6757,2026-04-06
118469,INF194K01X46,,BANDHAN Infrastructure Fund-Direct Plan-Growth,51.163,2026-04-06
118473,INF194K01Y29,,BANDHAN ELSS Tax Saver Fund - Direct Plan - Growth,164.249,2026-04-06
118474,INF194K01Y60,,BANDHAN Arbitrage Fund-Direct Plan- Growth,36.7898,2026-04-06
118477,INF194K01Z02,,BANDHAN Equity Savings Fund-Direct Plan-Growth,35.11,2026-04-06
118479,INF194K01Z44,,BANDHAN Large Cap Fund-Direct Plan-Growth,82.77,2026-04-06
118481,INF194K01Z85,,Bandhan Value Fund - Direct Plan - Growth,155.441,2026-04-06
118482,INF194K012A8,,BANDHAN Nifty 50 Index Fund-Direct Plan-Growth,51.0858,2026-04-06
118485,INF194K012B6,,Bandhan Aggressive Hybrid Passive FOF - Direct Plan - Growth,47.9686,2026-04-06
118486,INF194K016A9,,Bandhan Conservative Hybrid Passive FOF - Direct Plan - Growth,36.2206,2026-04-06
118489,INF194K019A3,,Bandhan Multi-Asset Passive FOF - Direct Plan - Growth,43.574,2026-04-06
118491,INF194K015B9,,BANDHAN Conservative Hybrid Fund-Direct Plan-Growth,35.906,2026-04-06
118494,INF090I01GY2,,Templeton India Value Fund - Direct - Growth,749.9146,2026-04-06
118498,INF090I01HS2,,Franklin India Government Securities Fund - Direct - Growth,64.9031,2026-04-06
118506,INF090I01GV8,,Franklin India Money Market Fund - Direct - Growth,54.2986,2026-04-06
118508,INF090I01LK1,,Franklin India Floating Rate Fund - Direct - Growth,46.7321,2026-04-06
118510,INF090I01IN1,,Franklin India Large & Mid Cap Fund - Direct - Growth,190.5404,2026-04-06
118525,INF090I01IQ4,,Franklin India Small Cap Fund - Direct - Growth,172.5629,2026-04-06
118531,INF090I01FN7,,Franklin India Large Cap Fund- Direct - Growth,1050.7451,2026-04-06
118533,INF090I01FH9,,Franklin India Mid Cap Fund - Direct - Growth,2786.996,2026-04-06
118535,INF090I01FK3,,Franklin India Flexi Cap Fund - Direct - Growth,1670.3834,2026-04-06
118537,INF090I01FE6,,Franklin India Technology Fund - Direct - Growth,484.5183,2026-04-06
118539,INF090I01GC8,,Franklin India Opportunities Fund - Direct - Growth,255.6025,2026-04-06
