scheme_code,isin_growth,isin_div_reinv,scheme_name,nav,date
103490,INF082J01036,,Quantum Value Fund - Direct Plan Growth Option,121.82,2026-04-09
103734,INF082J01127,,Quantum Liquid Fund - Direct Plan Growth Option,36.8117,2026-04-09
111549,INF082J01069,,Quantum ELSS Tax Saver Fund - Direct Plan Growth Option,121.63,2026-04-09
112039,INF082J01093,,Quantum Diversified Equity All Cap Active FOF - Direct Plan Growth Option,81.387,2026-04-09
115132,INF082J01150,,Quantum Gold Savings Fund - Direct Plan Growth Option,56.9657,2026-04-09
117608,INF082J01168,,Quantum Multi Asset Active FOF - Direct Plan Growth Option,36.5244,2026-04-09
118267,INF760K01FO9,,CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - GROWTH OPTION,183.58,2026-04-09
118269,INF760K01FR2,,CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - GROWTH OPTION,69.09,2026-04-09
118272,INF760K01EZ8,,CANARA ROBECO EQUITY HYBRID FUND - DIRECT PLAN - GROWTH OPTION,400.5,2026-04-09
118273,INF760K01DU1,,CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - GROWTH OPTION,115.48,2026-04-09
118275,INF760K01EF0,,CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - GROWTH OPTION,364.47,2026-04-09
118278,INF760K01EI4,,CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - GROWTH OPTION,271.76,2026-04-09
118282,INF760K01FI1,,CANARA ROBECO INCOME FUND - DIRECT PLAN - GROWTH OPTION,63.1163,2026-04-09
118284,INF760K01EC7,,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - GROWTH OPTION,32.4945,2026-04-09
118285,INF760K01EL8,,CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - GROWTH OPTION,189.89,2026-04-09
118291,INF760K01ET1,,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - GROWTH OPTION,45.3871,2026-04-09
118299,INF760K01FC4,,CANARA ROBECO GILT FUND - DIRECT PLAN - GROWTH OPTION,81.4208,2026-04-09
118305,INF760K01FU6,,CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION,3314.0223,2026-04-09
