scheme_code,isin_growth,isin_div_reinv,scheme_name,nav,date
103490,INF082J01036,,Quantum Value Fund - Direct Plan Growth Option,126.56,2026-07-20
103734,INF082J01127,,Quantum Liquid Fund - Direct Plan Growth Option,37.4043,2026-07-20
111549,INF082J01069,,Quantum ELSS Tax Saver Fund - Direct Plan Growth Option,126.43,2026-07-20
112039,INF082J01093,,Quantum Diversified Equity All Cap Active FOF - Direct Plan Growth Option,86.382,2026-07-20
115132,INF082J01150,,Quantum Gold ETF FOF - Direct Plan Growth Option,54.1547,2026-07-20
117608,INF082J01168,,Quantum Multi Asset Active FOF - Direct Plan Growth Option,37.192,2026-07-20
118267,INF760K01FO9,,CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - GROWTH OPTION,193.05,2026-07-20
118269,INF760K01FR2,,CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - GROWTH OPTION,72.06,2026-07-20
118272,INF760K01EZ8,,CANARA ROBECO EQUITY HYBRID FUND - DIRECT PLAN - GROWTH OPTION,419.36,2026-07-20
118273,INF760K01DU1,,CANARA ROBECO CONSUMPTION FUND - DIRECT PLAN - GROWTH OPTION,124.1,2026-07-20
118275,INF760K01EF0,,CANARA ROBECO FLEXICAP FUND - DIRECT PLAN - GROWTH OPTION,387.71,2026-07-20
118278,INF760K01EI4,,CANARA ROBECO LARGE AND MID CAP FUND - DIRECT PLAN - GROWTH OPTION,295.72,2026-07-20
118282,INF760K01FI1,,CANARA ROBECO INCOME FUND - DIRECT PLAN - GROWTH OPTION,64.6478,2026-07-20
118284,INF760K01EC7,,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - GROWTH OPTION,33.2096,2026-07-20
118285,INF760K01EL8,,CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - GROWTH OPTION,201.94,2026-07-20
118291,INF760K01ET1,,CANARA ROBECO SAVINGS FUND - DIRECT PLAN - GROWTH OPTION,46.2424,2026-07-20
118299,INF760K01FC4,,CANARA ROBECO GILT FUND - DIRECT PLAN - GROWTH OPTION,83.4029,2026-07-20
118305,INF760K01FU6,,CANARA ROBECO LIQUID FUND - DIRECT PLAN - GROWTH OPTION,3372.9521,2026-07-20
118309,INF760K01GB4,,CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - GROWTH OPTION,115.5077,2026-07-20
118317,INF760K01GM1,,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - GROWTH OPTION,4315.3592,2026-07-20
118320,INF760K01DX5,,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - GROWTH OPTION,29.3767,2026-07-20
118364,INF194K01I60,,BANDHAN LIQUID Fund -Direct Plan-Growth,3398.5882,2026-07-20
118371,INF194K01J77,,BANDHAN Low Duration Fund-Direct Plan-Growth,42.1479,2026-07-20
118384,INF194K01M80,,Bandhan Money Market Fund -Direct Plan-Growth,46.7182,2026-07-20
118387,INF194K01P38,,Bandhan Gilt Fund with 10 year constant duration Fund - Direct Plan - Growth,49.2684,2026-07-20
118394,INF194K01R51,,Bandhan Medium to Long Duration Fund - Direct Plan - Growth,74.799,2026-07-20
118401,INF194K01S50,,Bandhan Medium Duration Fund - Direct Plan - Growth,53.0153,2026-07-20
118407,INF194K01U07,,Bandhan Short Duration Fund - Direct Plan - Growth,65.3818,2026-07-20
118410,INF194K01U72,,Bandhan Income Plus Arbitrage Active FOF - Direct Plan - Growth,48.9478,2026-07-20
118416,INF194K01N63,,BANDHAN Dynamic Bond Fund-Direct Plan-Growth,40.128,2026-07-20
118419,INF194K01V89,,Bandhan Large & Mid Cap Fund - Direct Plan - Growth,165.008,2026-07-20
118421,INF194K01W21,,Bandhan Focused Fund - Direct Plan - Growth,105.524,2026-07-20
118424,INF194K01W62,,BANDHAN Flexi Cap Fund-Direct Plan-Growth,231.695,2026-07-20
118464,INF194K01Q29,,Bandhan Gilt Fund - Direct Plan - Growth,40.863,2026-07-20
118469,INF194K01X46,,BANDHAN Infrastructure Fund-Direct Plan-Growth,59.438,2026-07-20
118473,INF194K01Y29,,BANDHAN ELSS Tax Saver Fund - Direct Plan - Growth,178.331,2026-07-20
118474,INF194K01Y60,,BANDHAN Arbitrage Fund-Direct Plan- Growth,37.4656,2026-07-20
118477,INF194K01Z02,,BANDHAN Equity Savings Fund-Direct Plan-Growth,36.334,2026-07-20
118479,INF194K01Z44,,BANDHAN Large Cap Fund-Direct Plan-Growth,90.694,2026-07-20
118481,INF194K01Z85,,Bandhan Value Fund - Direct Plan - Growth,167.684,2026-07-20
118482,INF194K012A8,,BANDHAN Nifty 50 Index Fund-Direct Plan-Growth,54.2034,2026-07-20
118485,INF194K012B6,,Bandhan Aggressive Hybrid Passive FOF - Direct Plan - Growth,53.6565,2026-07-20
118486,INF194K016A9,,Bandhan Conservative Hybrid Passive FOF - Direct Plan - Growth,37.439,2026-07-20
118489,INF194K019A3,,Bandhan Multi-Asset Passive FOF - Direct Plan - Growth,44.6883,2026-07-20
118491,INF194K015B9,,BANDHAN Conservative Hybrid Fund-Direct Plan-Growth,37.1092,2026-07-20
118494,INF090I01GY2,,Templeton India Value Fund - Direct - Growth,790.5962,2026-07-20
118498,INF090I01HS2,,Franklin India Government Securities Fund - Direct - Growth,67.6533,2026-07-20
118506,INF090I01GV8,,Franklin India Money Market Fund - Direct - Growth,55.4388,2026-07-20
118508,INF090I01LK1,,Franklin India Floating Rate Fund - Direct - Growth,47.8209,2026-07-20
118510,INF090I01IN1,,Franklin India Large & Mid Cap Fund - Direct - Growth,211.5604,2026-07-20
118525,INF090I01IQ4,,Franklin India Small Cap Fund - Direct - Growth,203.5015,2026-07-20
118531,INF090I01FN7,,Franklin India Large Cap Fund- Direct - Growth,1130.4786,2026-07-20
118533,INF090I01FH9,,Franklin India Mid Cap Fund - Direct - Growth,3197.6442,2026-07-20
118535,INF090I01FK3,,Franklin India Flexi Cap Fund - Direct - Growth,1801.5454,2026-07-20
118537,INF090I01FE6,,Franklin India Technology Fund - Direct - Growth,511.5134,2026-07-20
118539,INF090I01GC8,,Franklin India Opportunities Fund - Direct - Growth,288.1125,2026-07-20
118540,INF090I01JS8,,Franklin India ELSS Tax Saver Fund - Direct - Growth,1610.725,2026-07-20
118543,INF090I01HV6,,Franklin India Dynamic Asset Allocation Active Fund Of Funds - Direct - Growth,190.3747,2026-07-20
118546,INF090I01FZ1,,Franklin India Aggressive Hybrid Fund - Direct - Growth,309.7821,2026-07-20
118548,INF090I01JZ3,,Franklin India Retirement Fund - Direct - Growth,241.6016,2026-07-20
118551,INF090I01JR0,,Franklin U.S. Opportunities Equity Active Fund of Funds - Direct - Growth,103.1848,2026-07-20
118557,INF090I01JF5,,Franklin Build India Fund - Direct - Growth,169.0351,2026-07-20
118559,INF090I01IZ5,,Franklin Asian Equity Fund - Direct - Growth,47.8757,2026-07-20
118564,INF090I01IW2,,Franklin India Focused Equity Fund - Direct - Growth,115.5893,2026-07-20
118569,INF090I01FW8,,Franklin India Corporate Debt Fund - Direct - GROWTH,115.3968,2026-07-20
118574,INF090I01GF1,,Franklin India Conservative Hybrid Fund - Direct - GROWTH,102.2921,2026-07-20
118577,INF090I01JV2,,Franklin India Liquid Fund - Super Institutional - Direct - Growth,4231.5429,2026-07-20
118581,INF090I01GS4,,Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND- Direct - Growth,207.081,2026-07-20
118585,INF204K01XZ7,,Nippon India Arbitrage Fund - Direct Plan Growth Plan - Growth Option,30.6614,2026-07-20
118588,INF204K01D22,,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Bonus Option,717.1561,2026-07-20
118589,INF204K01XO1,,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,717.1561,2026-07-20
118615,INF754K01BS2,,Edelweiss Balanced Advantage Fund -Direct Plan-Growth Option,60.57,2026-07-20
118617,INF754K01BW4,,Edelweiss Large Cap Fund - Direct Plan-Growth option,97.11,2026-07-20
118620,INF754K01CA8,,Edelweiss ELSS Tax Saver Fund - Direct Plan-Growth Option,138.84,2026-07-20
118624,INF754K01CE0,,Edelweiss Aggressive Hybrid Fund-Direct Plan-Growth Option,75.81,2026-07-20
118632,INF204K01XI3,,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,101.3229,2026-07-20
118633,INF204K01D30,,Nippon India Large Cap Fund - Direct Plan Growth Plan - Bonus Option,101.3229,2026-07-20
118650,INF204K01XF9,,Nippon India Multi Cap Fund - Direct Plan Growth Plan - Growth Option,333.9982,2026-07-20
118651,INF204K01D55,,Nippon India Multi Cap Fund - Direct Plan Growth Plan - Bonus Option,333.9982,2026-07-20
118656,INF204K01E05,,Nippon India Floater Fund  - Direct Plan Growth Plan - Growth Option,50.6856,2026-07-20
118663,INF204K01YC4,,Nippon India Gold Savings Fund - Direct Plan Growth Plan - Growth Option,56.3107,2026-07-20
118665,INF204K01E21,,Nippon India Growth Mid Cap Fund - Direct Plan Growth Plan - Bonus Option,825.3455,2026-07-20
118668,INF204K01E54,,Nippon India Growth Mid Cap Fund - Direct Plan Growth Plan - Growth Option,4967.8773,2026-07-20
118669,INF204K01E70,,Nippon India Gilt  Fund - Direct Plan - P F Option - Automatic Capital Appreciation Payout Option,44.3372,2026-07-20
118672,INF204K01XP8,,Nippon India Gilt  Fund - Direct Plan Growth Plan - Growth Option,44.4524,2026-07-20
118673,INF204K01E88,,Nippon India Gilt  Fund - Direct Plan - P F Option - Defined Maturity Date Option,44.5725,2026-07-20
118674,,INF204K01E62,Nippon India Gilt Fund - Direct Plan - P F Option - Automatic Annual Reinvest Option,24.0603,2026-07-20
118675,INF204K01E96,,Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Bonus Option,273.6013,2026-07-20
118678,INF204K01F20,,Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Growth Option,1613.7691,2026-07-20
118679,INF204K01F38,,Nippon India Medium to Long Duration  Fund - Direct Plan Growth Plan-Bonus Option,30.0513,2026-07-20
118687,INF204K01XS2,,Nippon India Medium to Long Duration Fund - Direct Plan Growth Plan - Growth Option,105.1629,2026-07-20
118691,INF204K01F61,,Nippon India Quarterly Interval Fund - Series II - Direct Plan Growth Plan - Growth,38.8381,2026-07-20
118692,INF204K01F95,,Nippon India Focused Fund - Direct Plan Growth Plan - Growth Option,135.5299,2026-07-20
118701,INF204K01ZH0,,Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option,6890.9181,2026-07-20
118702,INF204K01G03,,Nippon India Low Duration Fund - Direct Plan Growth Plan - Bonus Option,2467.7863,2026-07-20
